rating,genre avg rating,director avg rating,director in genres avg rating,star_0 avg rating,star_0 & director avg rating,star_0 in genres avg rating,star_1 avg rating,star_1 & director avg rating,star_1 in genres avg rating,star_2 avg rating,star_2 & director avg rating,star_2 in genres avg rating,stars_0-3 avg rating,stars_0-3 & director avg rating,stars_0-3 in genres avg rating,stars_3-6 avg rating,stars_3-6 & director avg rating,stars_3-6 in genres avg rating,stars_6-10 avg rating,stars_6-10 & director avg rating,stars_6-10 in genres avg rating
7.4,7.724324324324325,7.3,7.355555555555554,nan,7.4,7.4,nan,7.4,7.4,nan,7.4,7.4,nan,7.400000000000001,7.4,7.3199999999999985,7.375,7.356666666666666,nan,7.400000000000001,7.400000000000002
8.1,8.360869565217392,nan,8.1,8.2,8.1,8.149999999999999,nan,8.1,8.1,nan,8.1,8.1,8.2,8.1,8.125,nan,8.1,8.1,nan,8.1,8.1
8.1,8.217391304347824,8.1,8.0875,8.0,8.05,8.06,nan,8.1,8.1,8.3,nan,nan,8.15,8.066666666666668,8.075,8.2,8.125,8.11,nan,8.1,8.1
7.9,8.100000000000001,8.25,8.0,8.3,8.133333333333335,8.200000000000001,nan,7.9,7.900000000000001,nan,7.9,7.900000000000001,8.3,8.040000000000001,8.05,nan,7.900000000000001,7.900000000000001,nan,7.9,7.900000000000001
7.8,8.05,nan,7.8,nan,7.8,7.8,nan,7.8,7.8,8.4,7.8,7.8,8.4,7.8,7.8,nan,7.8,7.8,8.4,7.8,7.8
8.1,8.2,nan,8.1,nan,nan,nan,nan,nan,nan,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1
8.4,8.075,nan,8.4,nan,nan,nan,nan,8.4,8.4,nan,8.4,8.4,nan,8.4,8.4,7.8,8.4,8.4,8.2,8.4,8.384615384615385
7.4,7.710810810810811,7.35,7.375000000000001,nan,7.4,7.4,7.4,7.4,7.3999999999999995,8.5,7.4,7.4,7.95,7.4,7.3999999999999995,7.4,7.400000000000001,7.3999999999999995,7.5200000000000005,7.385714285714286,7.447368421052632
8.1,8.226315789473684,nan,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1
8.2,8.229999999999999,8.1,8.166666666666664,nan,8.2,8.2,8.1,8.399999999999999,8.333333333333334,nan,8.2,8.2,8.1,8.299999999999999,8.257142857142856,nan,8.2,8.2,nan,8.2,8.2
8.3,8.32857142857143,8.1,8.233333333333333,8.1,8.2,8.233333333333333,8.1,8.2,8.233333333333333,nan,8.3,8.3,8.1,8.219999999999999,8.25,nan,8.3,8.3,nan,8.3,8.3
8.7,8.372,8.4,8.55,8.4,8.55,8.55,8.4,8.55,8.55,nan,8.7,8.7,8.4,8.580000000000002,8.580000000000002,8.4,8.625,8.625,8.4,8.64,8.64
8.6,8.255555555555555,8.1,8.25,8.333333333333334,8.3,8.4,8.1,8.399999999999999,8.466666666666667,nan,8.6,8.6,8.275,8.4,8.475,8.4,8.6,8.6,nan,8.6,8.6
7.4,7.869999999999999,7.366666666666667,7.378571428571431,nan,7.4,7.400000000000003,nan,7.4,7.4,nan,7.4,7.4,nan,7.400000000000001,7.400000000000002,7.325,7.38,7.372000000000001,nan,7.400000000000001,7.400000000000001
7.8,8.350000000000001,nan,7.8,nan,7.8,7.8,nan,7.8,7.8,nan,7.8,7.8,nan,7.8,7.8,8.3,7.8,7.925000000000001,8.2,7.8,7.88
8.1,8.219999999999997,nan,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1,8.1,8.1,8.1,nan,8.1,8.1
8.1,8.209090909090907,nan,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1,8.166666666666666,8.1,8.11176470588235
8.0,8.212820512820514,8.2,8.05,nan,8.0,8.0,nan,8.0,8.0,nan,8.0,8.0,nan,8.0,8.0,8.2625,8.08,8.118749999999999,nan,8.0,8.0
8.9,8.357575757575757,nan,8.9,8.3,8.9,8.600000000000001,nan,8.9,8.9,8.3,8.9,8.600000000000001,8.3,8.9,8.66,nan,8.9,8.9,8.2,8.9,8.76
8.3,8.232558139534886,nan,8.3,nan,8.3,8.3,nan,8.3,8.3,nan,8.3,8.3,nan,8.3,8.3,nan,8.3,8.3,nan,8.299999999999999,8.3
8.5,8.353846153846154,8.1,8.5,nan,8.5,8.5,nan,8.5,8.5,nan,8.5,8.5,nan,8.5,8.5,nan,8.5,8.5,8.1,8.42,8.5
8.3,8.357575757575757,nan,8.3,nan,8.3,8.3,nan,8.3,8.3,nan,8.3,8.3,nan,8.3,8.3,nan,nan,nan,nan,nan,nan
8.3,8.26326530612245,nan,8.3,8.5,8.3,8.350000000000001,nan,8.3,8.3,nan,8.3,8.3,8.5,8.3,8.320000000000002,nan,8.3,8.3,nan,8.3,8.3
8.4,8.312727272727273,8.45,8.416666666666666,nan,8.4,8.4,nan,8.4,8.4,nan,8.4,8.4,nan,8.4,8.4,8.35,8.4,8.39090909090909,8.166666666666666,8.4,8.353333333333333
8.2,8.218421052631575,8.4,8.2,nan,8.2,8.2,nan,8.2,8.2,8.350000000000001,8.3,8.24,8.350000000000001,8.25,8.218181818181819,nan,8.2,8.2,8.4,8.24,8.2
8.4,8.197222222222218,8.2,8.275,8.4,8.333333333333334,8.4,nan,8.4,8.4,nan,8.4,8.4,8.4,8.36,8.4,nan,8.4,8.4,8.45,8.4,8.384615384615385
8.1,8.245833333333334,8.1,8.1,8.2,8.1,8.1,8.3,8.1,8.179999999999998,nan,8.1,8.1,8.25,8.1,8.136363636363635,nan,8.1,8.1,7.8,8.1,8.1
8.2,8.306000000000001,nan,8.2,nan,8.2,8.2,nan,8.2,8.2,nan,8.2,8.2,nan,8.2,8.2,nan,8.2,8.2,nan,8.2,8.2
8.4,8.173684210526314,8.228571428571428,8.307692307692308,8.1,8.25,8.325000000000001,8.3,8.4,8.4,nan,8.4,8.4,8.166666666666666,8.325,8.370000000000001,8.149999999999999,8.3,8.341666666666667,7.8,8.4,8.4
7.3,7.725454545454545,7.375,7.350000000000003,nan,7.3,7.3,nan,7.3,7.3,7.3,7.3,7.299999999999999,7.3,7.3,7.3,7.3500000000000005,7.3428571428571425,7.327777777777779,7.75,7.324999999999999,7.428571428571429
8.3,8.263636363636364,8.433333333333332,8.3,8.4,8.3,8.3,nan,8.3,8.3,nan,8.3,8.3,8.4,8.3,8.3,nan,8.3,8.3,8.05,8.3,8.3
8.6,8.283870967741935,8.25,8.360000000000001,nan,8.6,8.6,8.0,8.6,8.6,nan,8.6,8.6,8.0,8.6,8.6,8.466666666666667,8.6,8.559999999999999,8.399999999999999,8.5,8.561538461538461
8.0,8.21875,8.3,8.125,8.5,8.25,8.125,8.2,8.0,8.0,nan,8.0,8.0,8.35,8.125,8.05,8.4,8.0,8.021052631578948,8.0,8.0,8.0
8.3,8.255555555555555,8.4,8.357142857142856,8.3,8.3,8.3,nan,8.3,8.3,8.4,8.350000000000001,8.325000000000001,8.350000000000001,8.320000000000002,8.30909090909091,nan,8.3,8.3,8.3,8.3,8.3
7.8,7.985714285714285,nan,7.8,nan,7.8,7.8,nan,7.8,7.8,nan,7.8,7.8,nan,7.8,7.799999999999999,nan,7.8,7.799999999999999,nan,7.8,7.8
7.8,8.20281690140845,nan,7.8,8.1,7.8,7.92,nan,7.8,7.8,7.8,7.8,7.8,7.949999999999999,7.8,7.854545454545455,8.475000000000001,7.8,7.945454545454544,7.4,7.8,7.742857142857143
8.1,8.295238095238096,nan,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1
7.6,8.155555555555557,nan,7.6,7.9,7.6,7.685714285714286,nan,7.6,7.6,nan,7.6,7.6,7.9,7.599999999999999,7.635294117647059,8.5,7.599999999999999,7.7444444444444445,8.4,7.6,7.6380952380952385
7.3,8.031707317073172,nan,7.3,nan,7.3,7.3,nan,7.3,7.3,nan,7.3,7.3,nan,7.3,7.299999999999999,8.25,7.3,7.472727272727272,nan,7.3,7.3
7.7,8.20327868852459,8.200000000000001,7.975,8.4,7.7,7.7,8.1,7.7,7.7,nan,7.7,7.7,8.25,7.7,7.7,nan,7.7,7.7,nan,7.7,7.7
8.4,8.194594594594594,8.3,8.362499999999999,nan,8.4,8.4,8.3,8.350000000000001,8.362499999999999,nan,8.4,8.4,8.3,8.375,8.383333333333333,8.2,8.375,8.342857142857142,8.333333333333334,8.4,8.4
8.1,8.228124999999999,nan,8.1,nan,8.1,8.1,nan,8.1,8.1,8.399999999999999,8.1,8.319999999999999,8.399999999999999,8.1,8.222222222222221,nan,8.1,8.1,7.949999999999999,8.1,8.1
8.4,8.290909090909091,nan,8.4,8.1,8.4,8.4,nan,8.4,8.4,nan,8.4,8.4,8.1,8.4,8.4,nan,8.4,8.4,nan,8.4,8.4
8.1,8.169491525423728,nan,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1,8.6,8.1,8.155555555555557
7.5,7.984782608695654,7.3,7.3999999999999995,7.3,7.4,7.3999999999999995,nan,7.5,7.5,nan,7.5,7.5,7.3,7.45,7.45,7.933333333333334,7.433333333333334,7.5200000000000005,7.6,7.459999999999999,7.4875
8.3,8.177215189873417,7.8,8.2,7.8,8.05,8.2,nan,8.3,8.3,nan,8.3,8.3,7.8,8.175,8.261538461538462,8.05,8.175,8.26875,7.8,8.2,8.270588235294118
7.8,7.990909090909093,8.28888888888889,8.139999999999999,nan,7.8,7.8,nan,7.8,7.8,7.2,7.8,7.8,7.2,7.8,7.8,nan,7.8,7.8,8.2,7.92,7.8
7.2,7.7447058823529416,7.2,7.200000000000001,nan,7.2,7.200000000000002,nan,7.2,7.2,7.2,7.2,7.200000000000001,7.2,7.2,7.200000000000001,7.2,7.2,7.199999999999998,nan,7.2,7.2
8.5,8.181481481481484,8.075,8.375,7.7,8.1,8.5,8.1,8.5,8.5,8.1,8.3,8.5,7.966666666666666,8.26,8.5,8.05,8.5,8.414285714285715,nan,8.5,8.5
7.8,7.976000000000002,nan,7.8,7.4,7.8,7.533333333333333,nan,7.8,7.8,nan,7.8,7.8,7.4,7.8,7.666666666666667,nan,7.8,7.799999999999999,7.7,7.8,7.7
7.8,7.793333333333333,nan,7.8,nan,7.8,7.8,nan,7.8,7.799999999999999,nan,7.8,7.8,nan,7.8,7.8,nan,7.8,7.8,8.4,7.8,7.8
8.1,7.961538461538462,nan,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1,nan,8.1,8.1
7.9,8.017894736842104,8.149999999999999,8.024999999999999,7.949999999999999,7.9,7.8999999999999995,nan,7.9,7.9,nan,7.9,7.9,7.949999999999999,7.900000000000001,7.9,8.25,7.900000000000001,7.900000000000001,7.9,7.9,7.899999999999999
8.0,8.19259259259259,8.350000000000001,8.2,8.4,8.2,8.16,nan,8.0,8.0,nan,8.0,8.0,8.4,8.1,8.072727272727272,8.333333333333334,8.139999999999999,8.12142857142857,nan,8.0,8.0
8.0,8.020192307692307,7.699999999999999,7.8500000000000005,7.8,8.0,7.942857142857143,nan,8.0,8.0,nan,8.0,8.0,7.8,8.0,7.976470588235294,7.4,8.0,7.929411764705883,nan,8.0,8.0
7.0,7.920754716981134,7.4,7.2666666666666675,7.533333333333334,7.266666666666667,7.3999999999999995,nan,7.0,7.0,nan,7.0,7.0,7.533333333333334,7.159999999999999,7.2666666666666675,8.2,7.0,7.12,7.625,7.2333333333333325,7.364705882352942
8.9,8.214285714285714,8.2,8.433333333333335,7.8,8.9,8.35,8.2,8.433333333333335,8.433333333333335,8.2,8.600000000000001,8.55,8.12,8.566666666666668,8.466666666666667,8.3,8.75,8.75,nan,8.9,8.9
8.2,8.265999999999998,8.3,8.266666666666667,8.3,8.266666666666667,8.275,nan,8.2,8.2,nan,8.2,8.2,8.3,8.24,8.25,8.3,8.25,8.25,nan,nan,nan
8.2,8.229577464788735,nan,8.2,8.1,8.2,8.166666666666666,8.0,8.2,8.133333333333333,nan,8.2,8.2,8.05,8.2,8.1625,nan,8.2,8.2,nan,8.2,8.2
7.9,8.221333333333337,nan,7.900000000000001,nan,7.9,7.900000000000001,nan,7.9,7.900000000000001,nan,7.9,7.900000000000001,nan,7.900000000000001,7.900000000000001,nan,7.900000000000001,7.900000000000001,8.3,7.9,7.930769230769231
8.0,8.154838709677415,nan,8.0,nan,8.0,8.0,nan,8.0,8.0,nan,8.0,8.0,nan,8.0,8.0,8.0,8.0,8.007692307692308,nan,8.0,8.0
7.6,7.651428571428573,7.2,7.345454545454547,nan,7.6,7.6,7.2,7.4,7.333333333333335,nan,7.6,7.6,7.2,7.5,7.44,7.74,7.599999999999999,7.499999999999998,7.561904761904763,7.5200000000000005,7.503896103896108
6.9,7.8614035087719305,nan,6.900000000000001,7.4,6.9,7.300000000000001,nan,6.9,6.900000000000001,nan,6.9,6.900000000000001,7.4,6.900000000000001,7.185714285714288,nan,6.900000000000001,6.900000000000001,7.557142857142857,6.9,7.317021276595745
8.3,8.239999999999998,8.16,8.3,nan,8.3,8.3,nan,8.3,8.3,6.9,8.3,8.3,6.9,8.3,8.3,nan,8.3,8.3,nan,8.3,8.3
8.0,8.066666666666666,nan,8.0,nan,8.0,8.0,nan,8.0,8.0,nan,8.0,8.0,nan,8.0,8.0,nan,8.0,8.0,nan,8.0,8.0
8.0,7.986666666666667,nan,8.0,8.149999999999999,8.0,8.025,nan,8.0,8.0,8.1,8.0,8.0,8.133333333333333,8.0,8.01,nan,8.0,8.0,nan,8.0,8.0
8.0,8.239473684210527,nan,8.0,nan,8.0,8.0,nan,8.0,8.0,nan,8.0,8.0,nan,8.0,8.0,nan,8.0,8.0,8.133333333333333,8.0,8.033333333333333
8.2,8.176470588235295,nan,8.2,8.149999999999999,8.2,8.2,8.149999999999999,8.2,8.2,nan,8.2,8.2,8.149999999999999,8.2,8.2,8.3,8.2,8.19090909090909,nan,8.2,8.2
7.4,8.228571428571428,nan,7.4,nan,7.4,7.4,8.0,7.4,7.8,nan,7.4,7.4,8.0,7.400000000000001,7.639999999999999,8.2,7.400000000000001,7.6,8.2,7.4,7.56
8.0,8.228571428571428,nan,8.0,8.0,8.0,8.0,nan,8.0,8.0,nan,8.0,8.0,8.0,8.0,8.0,7.949999999999999,8.0,7.95,8.4,8.0,8.08
6.8,7.820634920634922,nan,6.8,nan,6.8,6.8,nan,6.8,6.8,nan,6.8,6.8,nan,6.8,6.8,7.542857142857143,6.8,7.1125,7.4,6.8,7.205405405405406
8.1,7.8346938775510235,nan,8.1,8.4,8.1,8.15,nan,8.1,8.1,nan,8.1,8.1,8.4,8.1,8.12,nan,8.1,8.1,8.2,8.1,8.11
7.7,8.174725274725269,nan,7.7,nan,7.7,7.7,nan,7.7,7.7,nan,7.7,7.7,nan,7.7,7.700000000000001,8.4,7.7,7.7700000000000005,nan,7.7,7.7
8.0,8.206493506493505,8.0,8.0,8.3,8.0,8.120000000000001,8.2,8.0,8.08,nan,8.0,8.0,8.25,8.0,8.076923076923077,8.0,8.0,8.0,nan,8.0,8.0
7.1,7.711764705882356,7.333333333333333,7.2437499999999995,7.6,7.35,7.2875000000000005,nan,7.1,7.1,7.425000000000001,7.35,7.326666666666664,7.460000000000001,7.3,7.2749999999999995,7.6,7.225,7.183333333333334,7.51111111111111,7.133333333333334,7.251162790697673
8.4,8.195348837209302,8.183333333333334,8.225,nan,8.4,8.4,nan,8.4,8.4,8.0,8.4,8.3,8.0,8.4,8.360000000000001,8.0,8.4,8.360000000000001,nan,8.4,8.4
6.7,7.761971830985919,7.8,7.25,7.3,7.25,7.199999999999999,nan,6.7,6.7,6.9,6.7,6.8,7.233333333333333,6.975,7.055555555555555,8.0,6.7,6.936363636363637,8.0,6.7,6.800000000000001
7.8,7.920312500000003,nan,7.8,8.433333333333335,7.8,7.875,nan,7.8,7.8,nan,7.8,7.8,8.433333333333335,7.8,7.83,nan,7.8,7.799999999999999,7.9,7.8,7.8
8.1,8.0,nan,8.1,8.0,8.1,8.1,7.7,8.1,7.966666666666666,nan,8.1,8.1,7.85,8.1,8.042857142857143,8.2,8.1,8.1,7.7,8.1,8.055555555555555
7.8,7.920312500000003,nan,7.8,7.9,7.8,7.825,nan,7.8,7.8,nan,7.8,7.8,7.9,7.8,7.81,nan,7.8,7.799999999999999,8.0,7.8,7.8
7.8,7.6784313725490225,nan,7.8,7.9,7.8,7.8,nan,7.8,7.8,nan,7.8,7.8,7.9,7.8,7.799999999999999,nan,7.8,7.799999999999999,nan,7.8,7.8
7.8,8.019327731092435,nan,7.8,8.0,7.8,7.85,nan,7.8,7.8,nan,7.8,7.8,8.0,7.8,7.8199999999999985,nan,7.8,7.799999999999999,8.0,7.8,7.828571428571428
9.2,8.21666666666667,nan,9.2,8.2,9.2,8.62,nan,9.2,9.2,nan,9.2,9.2,8.2,9.2,8.877777777777776,8.175,9.2,8.822222222222223,nan,9.2,9.2
7.5,8.098275862068961,nan,7.5,8.0,7.5,7.75,nan,7.5,7.5,nan,7.5,7.5,8.0,7.5,7.625,nan,7.5,7.5,8.1,7.5,7.5
7.7,8.035915492957747,nan,7.7,nan,7.7,7.7,nan,7.7,7.7,nan,7.7,7.7,nan,7.7,7.7,nan,7.7,7.7,nan,7.7,7.7
6.8,7.722784810126588,7.25,7.099999999999999,nan,6.8,6.8,nan,6.8,6.8,nan,6.8,6.8,nan,6.8,6.8,8.2,6.8,6.8,7.25,7.025,7.089090909090909
7.4,8.173684210526316,nan,7.4,nan,7.4,7.4,nan,7.4,7.4,nan,7.4,7.4,nan,7.400000000000001,7.400000000000001,nan,7.400000000000001,7.400000000000001,nan,7.4,7.4
8.1,8.16407766990291,8.0,8.059999999999999,8.05,8.1,8.149999999999999,8.0,8.1,8.06,8.2,8.1,8.125,8.059999999999999,8.1,8.107692307692307,8.2,8.1,8.118181818181817,8.15,8.080000000000002,8.1375
7.8,8.16407766990291,8.9,8.075,9.2,7.8,8.36,nan,7.8,7.8,nan,7.8,8.04,9.2,7.8,8.107692307692306,nan,7.8,7.799999999999999,nan,7.8,7.8
7.6,7.755932203389829,7.2749999999999995,7.339999999999996,nan,7.6,7.6,8.0,7.6,7.636363636363637,nan,7.6,7.6,8.0,7.599999999999999,7.619047619047619,7.266666666666666,7.433333333333333,7.446153846153846,7.099999999999999,7.385714285714286,7.4125000000000005
8.0,8.057142857142857,7.8,8.0,nan,8.0,8.0,8.3,8.0,8.0,8.600000000000001,8.0,8.0,8.450000000000001,8.0,8.0,8.0,8.0,8.0,nan,8.0,8.0
8.4,8.139495798319324,8.2,8.35,8.166666666666666,8.3,8.27142857142857,8.2,8.3,8.35,8.2,nan,8.2,8.180000000000001,8.3,8.291666666666666,8.3,8.4,8.381818181818183,nan,8.4,8.314285714285715
7.8,8.059459459459461,nan,7.8999999999999995,nan,7.8,7.8,7.85,7.949999999999999,7.8999999999999995,8.5,7.8,8.033333333333333,8.066666666666666,7.875,7.925,nan,7.919999999999999,7.8999999999999995,8.1,7.859999999999999,7.833333333333333
8.3,8.10655737704918,8.0,8.180000000000001,7.4,8.3,8.075000000000001,7.9,8.3,8.200000000000001,8.3,8.3,8.3,7.866666666666667,8.3,8.191666666666668,nan,8.3,8.3,nan,8.3,8.3
9.1,8.190909090909091,9.2,8.9,8.5,9.149999999999999,8.700000000000001,8.433333333333332,8.733333333333334,8.657142857142857,9.2,9.149999999999999,9.15,8.583333333333334,8.971428571428572,8.788235294117648,8.6,8.933333333333334,8.776923076923076,8.75,9.12,8.983333333333334
7.9,8.10655737704918,9.2,8.400000000000002,7.85,7.9,7.88,9.2,8.733333333333334,8.400000000000002,nan,7.9,7.900000000000001,8.299999999999999,8.4,8.084615384615386,7.5,7.900000000000001,7.860000000000001,7.5,7.9,7.86923076923077
7.5,7.8619047619047615,nan,7.5,nan,7.5,7.5,nan,7.5,7.5,nan,7.5,7.5,nan,7.5,7.5,nan,7.5,7.5,nan,7.5,7.5
6.8,7.696470588235298,7.1000000000000005,7.024999999999999,6.8,6.8,6.8,7.7,6.8,6.8,nan,6.8,6.8,7.25,6.8,6.8,7.5,6.8,6.8,7.1800000000000015,6.9,7.010000000000001
8.1,8.000000000000002,nan,7.949999999999999,7.85,7.949999999999999,7.949999999999999,nan,8.1,8.1,nan,8.1,8.1,7.85,8.025,8.025,8.2,8.025,8.025,7.880000000000001,8.04,7.983333333333332
