268126,291749,3361651,3349593,407429,2005871,1195676,2202271,148372,3287977,992928
106220,2776351,1004167,1199670,2513653,3206627,2825206,2223377,2763362,2763370,1965870
2978426
118556,3243947,249637,3171453,1026287,3336407,195989,1665481,2194174,556235,2633048
1101026,1050757,2398773,180453,2116956,2868591,174570,208210,652611,1557274,1857908
1814621,2619541,2723411,1176673,1177887,2836375,3203153,1757971,1857679,2878868,2172527
1067765,3216362,3294295,1706568,3490328,2424445,189530,704567,3332799,2902182,387165
1126596,378368,2808879,485544,55354,544776,1531754,3456633,402872,981509,1292589
1091722,576400,2631916,2257221,1322899,732712,2962708,281264,372942,1295690,3473797
92513,3300022,2406502,404696,1669842,1175981,447984,3027627,1465478,1482998,2186380
380366,2236450,2377422,1697601,2285668,2335031,2326083,1328181,1338270,1179695,1666038
2309961,1157982,1639148,730626,3198207,2257669,771091,1158993,2092869,1679441,1159938
118564,1482501,3389177,1524508,2062594,1624549,875470,3283014,3382630,2775836,1953435
1815862,1904148,1909246,3105229,2871185,1415184,886605,510327,714366,1071747,501031
88680,556250,2317953,2384274,364064,2623030,2659116,853370,1272573,3098887,1369211
1196334,1109008,2997615,2210813,3000528,2552210,2242906,391192,461161,2741884,3001115
302297,2132519,501059,613209,3167662,3314612,79374,3502468,1907407,2119862,1177275
465375,202386,305971,2472517,487485,641270,665784,2877184,2967611,2978600,3097895
1928340,447289,2940583,1772219,1964770,2142515,3491760,82410,195205,2501390,2621907
367479,252974,2735085,833291,352577,2727665,1575458,704837,100495,905396,2202047
27260,1628084,2940974,1952944,2889602,296110,3186584,1279285,838998,1176027,3308866
838247,3206627,1457992,1206608,305881,3467856,3188079,348509,3062393,1317654,865778
2312890,2713692,1760765,699078,2947602,3458319,3333321,604282,1655949,2500930,1050233
1780762,1749955,3114669,1177825,3498030,1290431,2788940,1992529,1199100,2292638,2348466
86859,3455242,245037,2221554,1025675,2696299,2188949,830093,2878443,1757003,412071
312329,3243947,591556,560607,1851867,454507,415185,3457087,156971,1319831,2998017
1590950,146283,562154,863875,3024327,447289,909620,450677,1963142,2150934,277179
313911,1428655,2574433,2725481,465252,3343434,2134916,1731356,1336712,820093,534570
358349,1428655,54126,3329688,3343434,1731356,2460602,39422,617710,1040179,1837957
1395025,2826818,1052514,926744,1021314,364299,785990,1068886,3506724,2834995,1021319
149601,144932,2312089,521559,2078832,25245,35469,593828,593919,2615249,2710945
1849718,1746020,2471827,560417,1021330,3262154,938805,1999604,3391710,1643888,181859
88683,2630426,2338452,3389997,3158294,1688150,802020,891719,72289,2611382,2051877
1186830,3463738,1376041,944239,125255,1207826,603659,594839,1786589,558582,1418633
68182,1065755,3225282,1458469,790622,171714,3214072,13764,1735496,357759,1615354
101258,357329,2468091,1144143,2896635,3123226,357251,1175492,67227,2773922,2925961
74102,680524,2989210,3069851,2989349,3285794,2859762,2046172,1084024,3298086,1480807
1128075,1478028,3034427,2306075,1865684,3457636,1517242,2159689,1444324,2754513,2664869
130444,3273937,2881020,3486109,2961054,2540639,267321,2837560,3035701,2435806,1259370
2388637,2969363,15837,659428,317204,3317593,3316951,1552469,1207652,109598,2643837
99005,727031,540969,3400421,972187,767504,1905561,1123731,576425,156634,226785
118570,976022,2257233,2961373,384911,367641,239863,2455134,646246,260447,1371806
118571,655165,1510436,2482222,2506206,2990318,792633,171146,1241512,1956195,604529
109068,668985,280795,1792363,614337,1328501,1460857,916942,2931181,3301916,156634
83530,245083,278808,401944,2048029,491207,604373,769566,2713322,851460,1317042
80339,3709,245083,769566,2713322,851460,1473548,3133655,1935089,1966917,1528143
75648,1168010,2691846,3416067,418723,2533064,1952944,1044167,1323448,1157638,663264
65377,1131270,1282524,3280524,2378079,1044167,2735300,856008,3336407,1459961,3494009
71110,874298,2379434,1044167,2263369,2479118,3195683,2380680,59587,2022493,291389
418460,1109856,2826818,2471827,1643868,1674124,1021216,180651,364285,942599,1128911
1252596,2821862,1021322,2798807,926941,1559599,105745,181013,2376208,350927
1527788,2216937,2848600,1060136,1058819,1059948,1159404,2218525,2848078,1919073,2331453
58888,1363337,1033165,2234374,2520558,2879291,2821336,574672,3086258,3076359,2268697
437800,3122240,640367,2349076,77437,2123473,15697,3455642,2245499,1319120,2770321
94625,949792,1802442,2869154,716335,2271897,1069778,936351,2645111,2271723,70683
2486682,843279,3061,85563,598814,1016103,2590969,3109131,1888989,3857,49483
103639,2170269,2200435,2893897,671908,2173066,760424,1834117,14469,61562,279941
395119,1415449,2301299,2078608,627734,1484165,2670948,567906,445629,488381,3166396
1602098,2482222,2436992,3457265,2488536,2841045,2199309,775203,2400009,1321983,3058946
115495,519293,2576138,1888516,632479,1415449,1928235,2080134,609663,3002563,2149619
29850,355853,1508883,6866,1520676,1488005,81612,2986224,2787924,2522273,2239779
318283,2206112,123471,1835184,1686637,2771129,2203524,1566403,2969898,2163658,2870244
1712170,1584102,277958,662780,1690257,2588481,3410672,3083287,1324343,450300,3289122
346491,903034,151119,1016818,2810130,1057978,3100510,1545828,319432,199904,2202073
1698641,311103,2658857,1531486,1376553,2566968,3426265,3426501,2646884,3387281,3058949
57831,1650837,139216,3125262,2835918,1421112,2880392,2308850,2135529,587029,660920
115819,102013,194602,235109,253143,560045,756718,828801,828784,866096,856185
60086,292745,3484257,2980384,2634370,2320551,2620130,3016421,2410214,582527,137242
375173,1147781,3376327,2870037,829038,3394342,1658480,1413212,591556,2934380,2159753
248667,1909246,663293,2130712,2098086,1878874,2225784,2202047,3156484,2662574,3021762
4728338,2240664,35469,44301,105837,589139,2788166,1384569,2240662
284837,128956,1712819,2882057,2532052,495194,2453042,9294,18542,143476,96716
99012,1265598,2610732,926109,3332751,2772606,3100623,2202022,2833387,2006942,3375316
71115,2361992,2425294,1226777,281103,2680499,3045628,1485873,247121,326164,1418706
43274,2354479,2229270,849598,896670,396613,2614597,1498728,2027163,2306397,1034900
1014759,502905,3457265,2390399,2732352,740074,1219203,1858895,678627,1704014,3482795
69687,2130466,3234713,2871967,2880969,206216,1632704,3047312,3148514,885660,2332451
78748,1892622,3460287,2448799,1939081,926074,896965,1093912,103383,2765522,1627441
2510434,3302359,575518,1615482,2477937,228597,894072,1594006,2070383,883819,1855969
466664,533829,1335694,1642719,1528207,2339432,524804,1939081,196631,196630,1870185
94631,288754,1560243,1937065,910814,2372383,967670,555606,1080215,258788,1883359
996979,172746,1934427,554006,2631747,1185010,3349704,136253,2642797,1098863,917089
118583,3460287,3244480,1605387,1581715,539793,2208209,2628790,854980,671810,539808
90605,3460287,2742919,184010,1687534,864342,1566165,902918,2680693,1301643,1736599
775552,971854,282947,3391318,2386814,2244998,2245923,3216319,891527,1456779,3436359
103644,3460287,560607,456036,1323256,740051,258505,2165433,633473,1313046,864342
106246,847563,1925686,818557,1665407,1467388,1101595,244163,153542,2567998,1486509
42192,2527404,2352115,1791312,2760554,1353136,1276364,1672395,2349939,3041052,3213525
881891,2421345,370293,407341,974555,1648531,874068,465252,2691578,3034728,689447
278295,933780,591551,644347,2462066,3014161,3028006,724617,349903,1907662,1785050
2527186,2294519,78833,2322253,146281,201887,2385916,227066,227138,2427010,2494527
96787,1695007,497761,2346800,3045472,731481,2551361,1685843,2006488,682231,2442245
1175709,759511,2577639,1135110,3182432,814277,597506,3431240,1505314,3473797,1111499
2017038,1679574
20629,2216165,97908,2224593,1220697,32670,1084890,467745,1733638,111242,738564
47811,3493771,917292,3046053,1444699,2697745,3368687,1695844,543152,1741743,2552122
78754,1813326,2891275,3122281,3199992,758581,2113822,2629903,2042137,2226196,1167417
86873,1284807,3394589,3379211,3113507,1184339,579301,172890,2554030,367641,1801943
286261,2658591,2284564,1925331,2085669,1647732,1234386,2968816,3293430,259928,745655
490076,2736982,1420371,2275643,2172712,889287,882797,782177,3172236,1627157,2735998
41113,426926,942808,2572048,503345,2996458,1965638,553457,3287966,3456454,775902
