6.7999999999999998,7.0166666666666666,6.7999999999999998,6.7999999999999998,6.7999999999999998,6.7999999999999998,6.5499999999999998,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6.7999999999999998,7.1000000000000005,7.3222222222222211,6.4666666666666659,6.4999999999999991,6.7999999999999998,6.2249999999999996,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6.5,6.5733333333333341,7.2000000000000011,6.6624999999999996,7.0571428571428569,6.5,6.5100000000000007,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6.2999999999999998,6.9000000000000004,6.625,6.2999999999999998,7.0,6.2999999999999998,6.2999999999999998,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6.7999999999999998,6.1074074074074085,6.463636363636363,5.8799999999999999,8.2199999999999989,6.7999999999999998,6.5333333333333323,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8.9000000000000004,8.3249999999999993,8.9000000000000004,8.4000000000000004,8.9000000000000004,8.9000000000000004,8.0599999999999987,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8.0999999999999996,7.0249999999999995,7.6999999999999993,8.0999999999999996,8.0999999999999996,8.0999999999999996,7.6999999999999993,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6.0999999999999996,6.0999999999999996,6.0999999999999996,6.0999999999999996,6.0999999999999996,6.3200000000000003,6.4333333333333336,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7.0999999999999996,7.4750000000000005,7.2249999999999996,7.083333333333333,7.0857142857142863,7.200000000000002,7.0999999999999996,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
5.5999999999999996,6.6125000000000007,6.25,6.0499999999999998,5.5999999999999996,5.5999999999999996,6.5,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
